case_id,age,monthly_income,work_years,existing_debt,overdue_count,asset_proof_count,amount,term_months,purpose,debt_income_ratio,ground_truth_risk
CASE_0972,43,5280.71,2,15894.95,0,2,7393,24,new car,0.2508,LOW
CASE_0973,29,1800.0,0,5129.9,0,0,1193,24,new car,0.2375,HIGH
CASE_0974,36,4053.89,8,27728.6,0,0,7297,60,business,0.57,HIGH
CASE_0975,33,3145.56,2,10757.8,2,1,2831,30,radio television,0.285,LOW
CASE_0976,57,1800.0,2,4088.5,0,2,1258,24,radio television,0.1893,LOW
CASE_0977,64,2510.0,2,2033.1,0,2,753,6,radio television,0.0675,LOW
CASE_0978,42,4494.44,8,18445.2,1,3,2427,18,business,0.342,LOW
CASE_0979,47,3525.0,8,19288.8,1,1,2538,24,new car,0.456,HIGH
CASE_0980,25,1800.0,2,3412.8,0,3,1264,15,new car,0.158,HIGH
CASE_0981,49,5590.67,5,22642.2,2,2,8386,30,furniture equipment,0.3375,HIGH
CASE_0982,33,2752.27,0,15743.0,0,1,4844,48,business,0.4767,HIGH
CASE_0983,28,2386.12,2,6284.45,0,2,2923,21,new car,0.2195,LOW
CASE_0984,26,4571.67,2,22218.3,0,2,8229,36,used car,0.405,HIGH
CASE_0985,30,1800.0,5,10951.2,2,2,2028,24,furniture equipment,0.507,LOW
CASE_0986,25,3184.44,2,10890.8,2,2,1433,15,furniture equipment,0.285,LOW
CASE_0987,33,2994.76,0.5,33960.6,0,2,6289,42,business,0.945,LOW
CASE_0988,64,2167.69,0,3804.3,0,3,1409,13,radio television,0.1463,LOW
CASE_0989,29,9137.5,0,25000.2,0,0,6579,24,used car,0.228,LOW
CASE_0990,48,2420.83,8,13246.8,2,2,1743,24,radio television,0.456,LOW
CASE_0991,37,5941.67,0.5,19251.0,2,3,3565,12,education,0.27,LOW
CASE_0992,34,3486.67,8,5962.2,0,2,1569,15,radio television,0.1425,LOW
CASE_0993,23,2151.11,5,10454.4,0,2,1936,18,radio television,0.405,LOW
CASE_0994,30,3665.74,0,15044.2,0,2,3959,36,furniture equipment,0.342,LOW
CASE_0995,50,6638.89,8,9082.0,0,2,2390,12,new car,0.114,LOW
CASE_0996,31,3945.45,5,5642.0,0,2,1736,12,furniture equipment,0.1192,LOW
CASE_0997,40,4285.56,2,14656.6,0,2,3857,30,used car,0.285,LOW
CASE_0998,38,2233.33,8,3055.2,0,1,804,12,radio television,0.114,LOW
CASE_0999,23,1800.0,2,7011.0,0,0,1845,45,radio television,0.3246,HIGH
CASE_1000,27,2773.33,0,14872.0,2,2,4576,45,used car,0.4469,LOW
